bedrooms,sqft_living,sqft_lot,floors,sqft_above,price
3,1410,7998,1,1410,220000
4,1960,7950,1,1960,285500
3,1212,1174,3,1212,340000
4,2220,9496,1,1490,921000
4,2040,109336,1.5,2040,375000
4,2800,19168,2,2800,999000
3,2040,6000,1,1340,335000
4,3070,34412,1,2070,1920000
2,830,26329,1,830,385000
4,4140,7089,2,3160,850000
5,2340,4500,2,2340,429000
3,1420,1282,3,1420,523950
3,2670,3738,1,1720,798800
3,1880,6008,2,1880,284000
4,3450,6184,2,3450,852880
3,1200,1400,3,1200,320000
4,3430,9870,2,3430,749995
3,1350,1186,2,1120,468500
5,2570,9962,2,2570,492500
4,2840,4637,3,2840,685000
4,2650,5600,2,2650,542525
3,1980,2674,3,1980,435000
3,1280,7524,1.5,1280,242000
4,2610,7091,2,2610,325000
5,3010,12611,2,3010,837700
1,930,7129,1,930,210000
3,1180,7000,1,1180,187500
5,1710,9100,1.5,1320,560000
3,1380,7476,1,1380,272000
3,1190,7280,1,1190,235000
3,1870,5909,1,1270,259000
5,3130,4797,2,2570,866059
2,900,5100,1,900,473000
3,1880,7400,1,1480,405000
4,3010,4887,2,1940,870000
3,2280,5750,1,1150,475000
3,2970,21907,2,2970,499500
2,1620,3196,2,1620,386000
4,1550,3000,1.5,1350,458000
3,2240,78225,2,2240,550000
3,2830,6536,2,2830,605500
3,2890,21780,2,2890,421000
4,1990,5948,2,1990,536000
3,1370,8719,1,1370,247200
2,1088,1360,2,1088,250000
4,1740,9344,1,1180,204950
3,1730,9000,1,1370,430000
4,1800,8100,2,1800,250000
3,1440,12888,1,1090,260000
4,1720,2800,1.5,1200,547000
5,2800,7350,2,2800,379900
3,2300,6009,1,2300,738500
4,2030,11585,1,1590,545000
2,740,6180,1,740,342000
5,9640,13068,1,4820,4668000
4,1920,13787,1,1220,170000
4,2490,12929,2,2490,616000
3,1380,4800,1,1380,640000
3,1530,9406,1,1270,332000
3,2420,1923,2,1840,1010000
4,2150,37647,2,2150,380000
4,1610,9600,1,1610,415000
4,2650,3060,2,2060,1008000
4,2700,35362,2,2700,669000
3,1270,20700,1,1150,260000
4,3150,38865,1,2480,854000
3,2010,10760,2,2010,605000
3,860,5060,1.5,860,320000
3,1410,7466,1,1410,229950
3,1700,7532,1,1700,255000
4,2570,6251,2,2570,1170000
2,1230,932,2,1020,479000
4,4170,9748,2,4170,1200000
3,1180,1262,3,1180,472000
3,1430,7347,1,820,198000
4,1450,8400,1.5,1450,440000
3,2180,7700,1,1480,506000
4,2210,7079,2,2210,382500
2,1480,7276,1,940,269500
3,2340,3477,1,1170,560000
4,3860,18334,2,3120,840000
3,2300,4637,2,2300,479500
3,1450,7375,1,1010,402000
2,1380,953,3,1380,549000
4,2470,3811,2,2470,449950
4,2030,18295,1.5,2030,493000
4,1440,13300,1,1440,142500
3,1160,6134,1,1160,250000
3,1580,3840,2,1580,729000
2,1430,1425,2,995,465000
2,1494,19271,2,1494,465000
4,1930,7207,1,1360,280000
6,2740,6360,1,1370,675000
3,1880,3800,1,1030,667500
3,2590,7720,2,2590,809000
3,2140,11266,2,2140,400000
4,1870,6000,1.5,1870,310000
2,1230,3800,1,1230,435000
4,2340,6896,2,2340,465950
3,2880,7599,1,1710,1538000
3,880,6600,1,880,253000
3,3040,7232,2,3040,330000
4,1120,7104,1.5,1120,554000
3,1380,3600,3,1380,350000
4,1660,9760,2,1660,294999
3,2500,5568,2,2500,1185001
4,2940,10382,2,2940,752000
4,1670,3315,2,1670,451000
4,2630,7505,2,2630,725000
4,2250,7412,1,1480,345000
3,1320,7000,1,1320,206000
4,4100,22798,1.5,2540,2027000
3,4340,4947,2,3060,2475000
4,3700,20570,1,1850,1728000
5,2700,10875,1,1540,580000
3,980,7200,1,980,430000
4,2650,11520,2,2110,720000
7,3670,4000,2,2800,824000
3,2960,12420,1,1480,936000
4,3070,7201,2,3070,535000
3,1413,3600,2,1413,286800
2,1260,1347,3,1260,350000
3,1680,2229,2,1680,345000
3,1230,1238,2,1080,435000
3,4360,6240,2,2960,1555000
4,4420,16526,2,4420,1325000
3,2770,6278,2,1980,461000
3,2910,10204,2,2910,770000
4,4290,12103,1,2690,1384000
3,1600,26977,2,1600,330000
4,1820,6753,2,1820,322500
6,6050,230652,2,6050,1600000
3,1700,8432,1,1230,475000
2,790,11234,1,790,250275
3,1720,9000,1,1320,274500
3,990,10723,1,990,284950
4,1770,9011,1,1050,264950
3,1260,8092,1,1260,242000
4,3640,10576,2,3640,913000
3,2040,6000,1,1120,555000
4,1980,10800,1,990,711000
5,3600,17300,1,2410,403500
4,4270,43386,1,2680,975000
4,2030,9600,1.5,1430,253779
3,1689,1388,3,1689,384400
5,2870,4461,1,1650,646000
3,1270,4800,1,1270,415000
4,2790,7938,2,2790,764000
5,3850,16249,2,3030,507000
3,1560,9361,1.5,1360,545500
3,1180,4080,1,760,450000
4,1820,8118,1,1080,264000
5,1260,4500,1.5,1260,650000
3,2640,6715,2,1680,365000
2,1100,4200,1,1100,343566
3,1950,6871,2,1950,375000
3,1380,8682,1,1380,295000
3,2200,7000,1,1280,325000
4,2050,7100,1,1050,265000
5,2795,15101,2,2795,562000
4,2050,34222,2,2050,540000
4,6430,27517,2,6430,4489000
5,2150,7171,1,1460,279950
3,1970,8200,1,1420,540000
4,2660,12672,1,1740,310000
1,720,4800,1,720,190000
4,2410,4780,2,2410,440000
3,2020,5500,1.5,1790,1400000
2,1080,9435,1,1080,230000
3,1180,14292,1,1180,455000
2,660,5000,1,660,175000
3,2920,9370,1,1620,650000
4,4850,12445,2,3850,3000000
3,1080,8580,1.5,1080,192500
3,1670,6900,1,1170,239950
6,1370,5080,1.5,1120,175000
5,3450,28324,1,2350,850000
4,1970,10500,1,1820,410000
4,2290,6738,2,2290,570000
5,2240,7543,1,1140,469000
2,1240,6400,1,1060,559000
3,2420,43177,2,1690,739888
5,3260,58806,2,3260,568450
2,670,10920,1,670,240000
5,3160,10000,2,3160,574950
3,1990,6350,2,1990,180000
4,4680,9700,2,3360,1160000
3,1700,3575,2,1700,300000
4,2807,9430,2,2807,630000
4,1770,9375,1,1170,507000
4,2570,9000,1,1590,287500
3,3450,16200,2,3450,688000
3,1670,7700,1,1170,424000
3,1050,6150,1.5,950,400000
4,1910,7683,2,1910,620000
3,910,7700,1,910,300000
5,2480,12070,2,2480,615000
2,1820,8867,2,1820,206000
4,2920,7700,2,2920,515500
5,1870,11411,1,1170,554000
4,3810,9792,2,3810,825000
4,2190,4080,2,1800,855000
3,1730,6368,2,1730,315000
5,2220,9360,1,1110,299000
3,1320,8114,1,1320,650000
3,1510,4800,1,860,465000
3,2120,4080,2,2120,535000
2,1690,4500,1,1690,564000
3,1360,1419,2,1040,515000
4,3250,5000,2,3250,580000
3,1490,1294,2,1220,309000
3,1930,6360,1,1930,536751
4,2020,5501,2,2020,415000
3,1584,2800,2,1584,267000
4,3170,8523,2,3170,820000
4,3870,10046,2,3870,1399950
2,1430,923,3,1410,485000
3,1380,1120,3,1380,482000
4,2610,4595,2,2610,535000
3,1540,1428,3,1540,690000
3,1940,9000,1,970,576000
3,2160,3000,1.5,1260,378750
4,1530,8750,1.5,1530,269900
3,1440,7210,1,1440,210000
4,2640,8625,2,2640,429900
4,3620,5131,2,2350,1525000
4,2850,4650,2,2850,360000
2,1260,4377,1,1260,405000
3,1610,11200,1,1610,450000
3,1360,5980,1.5,1360,703000
4,2496,8058,2,2496,661000
4,2160,9593,1,2160,580000
3,1320,3625,2,1320,464000
2,2540,7089,2,2540,945000
4,2620,18362,1,1870,659500
3,1140,8340,1,1140,200000
3,1790,42399,1,1790,280000
4,2440,3600,2.5,2440,1325000
3,2140,7200,1,1480,346150
3,1330,5412,2,1330,197500
4,2590,7910,2,2590,799000
4,4750,13912,2,3600,1309500
2,1620,9205,1,850,350000
4,2440,34290,2,2440,720000
3,2020,10744,1,1270,519000
3,1470,7200,2,1470,590300
5,5990,10450,2,4050,2200000
6,2520,9324,1,1320,410000
2,1440,4225,1,1440,437000
3,1640,7350,1,1140,221000
4,2150,20181,1,1090,380000
2,1570,8210,1,1150,506000
4,1980,10350,1,1430,395000
3,1210,4731,1.5,1210,285000
3,1900,3000,1.5,1070,311000
3,1940,219527,1,1940,520000
3,1310,8065,1,1310,435000
2,990,39964,1,990,120000
3,3870,3819,2,2760,1440000
3,1340,4320,1,920,186000
4,2160,5600,1,1080,756000
4,2080,13510,1,1040,248000
3,1300,11374,1.5,1300,287000
4,2610,8031,2,2610,510000
3,1050,8498,1,1050,249000
3,2480,6112,2,2480,340000
4,1820,8255,1.5,1320,399888
3,1170,8740,1,1170,440000
4,2370,6000,1,1440,899000
5,3090,7415,2,3090,540500
3,2310,11200,1,1630,385000
4,2060,10358,1,1320,558000
3,2540,237402,1,2540,600000
4,2400,7693,2,2400,450000
3,1320,8450,1,880,232500
2,790,6600,1,790,436000
4,1790,14690,1,1670,240000
3,1820,7326,2,1820,489950
6,1670,3000,1,900,680000
5,3990,9938,2,3990,1068000
3,1430,6000,1,1430,352450
4,2030,103672,1,2030,335000
4,1290,3060,2,1290,549000
4,3820,13224,2,3280,1240000
4,2520,3360,1.5,1550,618250
5,3880,13000,2,3880,1815000
2,1590,5136,1.5,1320,850000
5,3530,9385,1.5,3530,930000
3,1610,4611,2,1610,505000
4,3280,209088,2,3280,925000
3,1860,15681,1,1860,275000
3,1840,5000,1,920,499000
3,2120,7201,2,2120,507000
4,2270,9247,1,1500,619850
3,2840,48716,1,1870,500000
4,1220,9600,1,1220,310000
4,2310,4079,2,2310,646000
3,1840,7300,1,1840,265000
3,950,1110,2,950,475000
4,3070,8400,2,3070,600000
3,1730,38884,1,1730,470000
2,920,8341,1,920,319950
3,3200,6699,2,3200,712000
4,3010,15992,2,3010,775000
3,1600,10240,1,1090,390000
4,2840,11044,2,2840,585000
3,2430,10500,2,2430,1027000
3,1750,11461,2,1750,232603
3,1240,949,3,1240,543000
3,1530,1612,3,1530,607500
3,3390,10078,2,3040,750000
3,2320,6775,1,2320,728050
4,2650,6884,2,2650,734990
3,2238,7209,2,2238,330000
4,2620,7553,2,2620,605000
3,1910,7280,1,1160,441000
4,3040,6587,2,3040,650000
7,4640,15235,2,2860,1950000
3,1500,4000,1,900,395000
1,380,15000,1,380,245000
4,2970,14486,2,2340,905000
4,3030,9273,2,3030,660000
4,1890,12236,1,1230,378000
2,1040,3600,1,1040,600000
4,2090,10306,2,2090,632500
2,1680,5756,2,1680,210000
2,2770,7781,2,2770,754800
2,1020,5130,1,1020,175000
3,1470,4653,2,1470,455000
3,1430,3480,1,980,450000
4,2050,10920,1,1450,790000
4,2080,5500,1,1040,480000
3,2870,8170,2,2250,850000
4,3940,27591,2,3440,725000
3,1520,4288,1,1020,380000
3,1700,14133,1,1700,979000
3,1940,11612,1,1100,359950
4,2870,5453,2,2220,665900
3,3240,8338,2,3240,812000
3,1150,7156,1,1150,203000
3,1440,28516,1,1440,456000
5,2200,4080,1.5,1420,547000
3,1470,8089,1,1470,280000
2,1760,4400,1,880,640000
3,1780,8085,1,1210,477000
4,2450,21000,1,1650,455000
3,1890,1710,2,1640,587206
3,2540,5612,2,2540,425000
4,1360,6000,1.5,1360,511500
2,1310,2841,2,1310,218000
3,1510,7884,1,1510,332000
3,1860,60960,1,1140,291000
4,2200,7700,1,1100,279000
4,3360,11548,2,3360,950000
3,2470,10125,2,2470,970500
2,1260,3960,1,690,412000
3,1430,10005,1.5,1430,400000
3,1230,7420,1.5,1230,200000
4,2320,11717,2,2320,397000
4,3290,6628,2,3290,715000
4,2550,4770,2,2550,371000
3,1870,5013,2,1870,458000
5,3110,12429,1,1790,436500
3,1820,8085,2,1820,329950
3,3050,18892,1,1650,950000
4,1890,6302,2,1890,282000
1,800,16306,1,680,250000
6,6900,244716,2,4820,1135000
4,2670,189486,2,2670,400000
5,3260,11700,1,1630,681500
2,860,6600,1,860,200000
5,3366,7800,2.5,2966,1300000
5,3840,4800,3,2750,1462497
4,3850,13551,2,3000,995000
4,2040,8265,2,2040,355000
3,1790,10209,1,1290,425000
4,3740,30884,2,3060,869000
3,2660,4000,2,2170,915000
3,3230,17833,2,3230,2110000
4,3140,10437,1,2040,925000
6,5480,10800,2,4430,2400000
3,1160,3750,1.5,1160,390000
3,1860,11227,2,1860,330000
4,1630,7626,1,1110,482500
3,1750,1879,3,1750,525000
3,1300,8160,1,1300,237000
3,960,7314,1,960,205000
3,1850,7777,2,1850,623000
4,3260,4900,2,3260,565000
4,2420,7927,1,1400,400000
3,1460,10000,1.5,1460,405000
4,2240,8504,2,2240,337000
2,1240,27042,1,1000,355000
3,2060,9552,1,1610,885000
5,2280,10319,1,1300,420000
4,2510,6853,2,2510,448000
4,3150,7035,2,3150,800000
5,2780,10192,2,2780,830000
6,2380,4080,2,2380,725000
3,2140,3000,2,2140,780000
2,840,4239,1,840,325000
4,2170,9665,1,1300,488800
4,4410,36200,2,4410,1320000
4,2120,11479,1,1060,489000
7,6630,13782,2,4930,1240000
3,3290,22649,2,3290,595000
5,2290,7420,1,1290,359900
3,4910,43560,2,4000,1080000
4,3730,8014,2,3730,925000
3,2440,4800,2,2440,625000
3,2570,4600,2,2570,339990
4,2970,4400,2,2970,775950
5,2630,3149,2,1670,420000
3,1530,1565,2,1280,654000
3,3690,8837,2,3690,725000
2,1230,1820,2,830,375000
3,2200,20000,1,1400,1100000
4,2330,8994,2,2330,639500
4,2160,6300,1.5,2160,849000
4,1550,9176,1,1000,418000
4,1780,2788,1,890,442900
3,2610,5544,1.5,1680,750000
3,3290,6830,2,3290,930000
2,1330,6000,1,960,565000
4,3530,14406,2,2570,874150
4,2090,6023,2,2090,545000
4,2040,8400,1,1420,500000
4,2370,10083,2,2370,687000
4,2810,10613,2,2810,810000
3,2050,40003,1,1570,439500
3,2870,5000,1.5,1840,802000
4,2130,7300,1,1230,732600
4,2580,6260,2,2580,374000
4,2380,13550,2,2380,330000
4,1940,25600,1,1940,365000
2,1610,17600,2,1610,290900
3,2060,5750,1,1330,577000
2,1010,3000,1,1010,280000
4,2810,11120,2,2810,675000
3,2380,11824,1,1450,800000
2,1060,7200,1,1060,299995
3,1560,7207,1,1250,440000
2,1500,8645,1,1500,249500
2,970,4560,1,970,690000
3,1170,11100,1,1170,235000
3,2280,7417,2,2280,320000
7,2800,9569,1,1400,350000
4,1150,9360,1.5,1150,334000
6,2180,7956,2,2180,235000
4,2520,7253,2,2520,442000
3,1760,7482,1,1760,264000
2,1180,6552,1,1180,275000
2,950,4625,1,950,430000
3,1900,3255,2,1900,550000
4,2300,6158,2,2300,775000
6,2660,8400,1,1550,603500
3,1530,389126,1.5,1530,230000
4,1850,5040,1,1230,449000
4,4230,20377,2,4230,2075000
3,1200,5029,1,880,420000
4,2270,5102,1,1340,735000
3,1090,9600,1,1090,200000
3,1100,750,2,780,286000
3,1640,1269,3,1640,579000
3,1950,8625,1,1360,345100
3,1660,10150,1.5,1660,350000
3,880,9238,1.5,880,291500
3,1500,1375,2,1200,649950
3,1890,1599,2,1430,458500
3,1150,5100,2,1150,500000
3,2430,15264,2,2430,362300
4,2110,7208,1,1170,324000
3,2950,12196,2,2310,495000
3,1650,2958,2,1650,233500
3,2110,11319,2,2110,479000
4,2010,19000,2,2010,322200
4,3030,29163,2,3030,835000
3,1270,8400,1,1270,347000
3,1610,8613,1,1610,725000
3,1140,4200,2,1140,345000
3,2110,4118,2,2110,345950
3,1840,8086,1,1840,550000
3,1560,5223,1,810,399950
3,1840,7412,1,1240,269500
4,1830,7345,1,1540,494000
4,2120,7420,1,1060,453000
3,1600,10280,1,1050,442500
4,1450,8891,1.5,1180,235000
3,1880,12821,1,1880,389800
3,1270,8100,1,880,346000
4,1720,6417,1,1720,360000
4,2400,7351,2,2400,650000
3,1150,8145,1,990,290000
2,870,11100,1,870,234000
4,2000,37045,2,2000,260000
3,2420,38781,1,1210,349900
3,1080,6000,1,1080,275000
4,3420,30410,2,3420,725000
4,1870,7471,2,1870,375000
4,2500,206474,1,2500,806000
3,2150,8221,2,2150,470000
3,1470,2500,2,1080,490000
5,2130,4180,1.5,1270,615000
3,1000,19204,1,1000,249000
3,2390,7149,1,1350,396500
2,860,2599,1,860,405000
3,1960,12476,2,1960,560000
4,2000,6107,2,2000,459950
3,1620,9450,1.5,1620,265000
6,2890,8122,1,1630,502000
3,1300,12731,1,1300,430000
2,1080,3500,1,1080,525000
4,2170,8518,1,1350,415000
3,2260,10153,2,2260,600000
3,1580,8820,1,1580,225000
4,2620,4469,2,2620,300000
4,1540,1860,2,1540,491234
4,4570,74487,2,4570,1580000
4,3440,7661,2,3440,905000
5,1740,8750,1,1740,199950
4,2160,4333,1,1260,450000
3,1480,6978,2,1480,899000
2,2260,280962,2,1890,649000
4,3910,59863,2,2490,780000
4,1700,20283,1.5,1340,400000
5,4470,35124,2.5,4470,831500
3,1800,6000,1,900,471001
3,1630,1677,3,1630,385000
3,1030,9834,1,1030,326000
1,720,5100,1,720,335000
4,1890,43560,1,1890,320000
4,1840,5550,2,1840,300000
4,2540,8400,2,2540,269950
4,3520,3944,1.5,2200,1220000
4,3220,7875,1.5,3220,590000
3,1820,5000,1.5,1720,750000
3,1230,9600,1,1230,239950
3,1340,8505,1,1340,215000
3,1200,13100,1,1200,165000
3,1390,18200,1,1390,261350
4,1730,3884,1,1060,569000
3,1580,39189,1,1180,425000
4,3520,4895,1,1980,800000
4,2650,30500,1,1680,715000
3,1310,12750,1,1310,337000
4,2300,7989,2,2300,560000
3,1780,7280,1,1340,449500
3,1980,2850,3,1980,660000
2,1300,1676,1,1300,685000
5,3500,10155,2,2570,905000
3,1830,8004,1,1200,403500
3,1520,1245,3,1520,405000
4,2700,37011,2,2700,385000
3,2810,18731,2,2810,1700000
3,1660,6263,2,1660,285000
3,1310,6738,1,1310,249900
4,2960,6000,2,2960,633634
3,2242,4995,2,2242,329900
3,2540,4775,2,2540,310000
3,1420,1192,2,1140,345000
3,1270,2356,2,1270,160797
3,1300,907,2,1000,562500
5,3190,7081,1,1890,664950
5,2910,5027,2,2040,515000
3,1630,3817,2,1630,497000
5,2300,8214,2,2300,312891
3,3310,5300,2,2440,670000
2,940,1768,2,940,362500
2,1020,1350,2,1020,402101
3,1520,6380,1,790,438000
4,2330,5000,1.5,1510,687500
3,1010,9600,1,1010,160000
3,1070,8000,1,1070,415000
3,3170,12750,2,2360,405000
4,3030,3841,3,3030,880000
3,2270,100545,2,2270,585000
4,2341,9594,2,2341,640000
3,2130,6150,2,1530,819000
3,2300,35722,1,2300,520000
3,1660,11783,1,1160,367500
4,2610,8760,1,1760,762500
3,2150,7007,1,2150,300000
3,2410,64073,1,1820,625000
2,1580,3680,1,1280,530000
3,1740,30886,2,1740,379000
2,1270,5000,1,1090,615000
2,2550,6000,2,1860,660000
3,1860,15559,2,1860,380000
4,2700,27072,1,1380,314900
3,1460,8710,1,1460,324950
3,1330,13102,1,1330,225000
3,2070,4132,2,2070,535000
3,1360,10726,1,1360,348500
4,2650,18295,2,2650,725000
4,3580,35261,1.5,3580,925000
2,2034,13392,1,1159,549000
3,1230,11413,1,990,400000
4,2450,55387,2,2450,620000
6,2840,8346,1,1420,665000
4,3820,53574,1,3820,1215000
3,2740,5925,2,2740,1157400
4,2090,5289,2,2090,349950
5,6390,13180,2,4560,2466350
4,2470,5080,1.5,1970,339000
3,1720,4080,1,960,615000
4,3090,9571,2,2370,751000
4,2320,3825,1.5,1820,941000
4,1740,7700,1,1740,600000
4,2950,4502,2,2950,455000
0,4810,28008,2,4810,1295648
3,1500,5412,1,900,485000
3,1810,100188,1,1810,358000
3,1100,4128,1,720,339000
3,1490,7435,1,1120,258000
2,1200,1259,2,1000,455000
4,1890,8505,1,1290,437000
3,2200,9840,1,1500,689000
4,2510,7992,1,1610,319000
3,1420,1309,3,1420,510000
3,2000,9900,1,1480,440000
2,1460,9052,1,1460,1010000
4,3220,22588,2,3220,875000
4,1310,8454,1,1310,304000
2,690,5280,1,690,139000
3,1150,10466,1,1150,464500
3,1480,7284,1,970,336500
4,1850,6000,1,1270,230000
3,1930,4500,2,1930,425000
2,750,5120,1,750,300000
3,1430,2003,2,980,457500
3,1840,11440,1,1340,366000
3,1300,14350,1,1300,502000
3,1050,7577,1,1050,194000
4,2210,9371,2,2210,305000
4,3220,15600,1,1680,1250000
4,4620,20793,2,4620,575000
4,1760,6204,1,1180,343500
3,850,6906,1,850,325000
4,4690,14930,2,3680,600000
4,3920,37122,2,3920,850000
3,2140,3821,2,2140,420000
2,1180,9265,1,1180,257500
5,2360,11375,1,1180,317000
3,3060,9950,1.5,1810,970000
3,1670,7881,1,1190,252000
3,1820,5756,1.5,1640,683500
3,1970,9607,2,1090,289000
2,930,747,2,630,355000
3,2300,5611,1,2300,675000
3,2590,18980,1,2590,396500
4,1450,8450,1,1450,362500
4,1540,5120,1,770,395000
5,2730,22572,1,2080,599000
3,880,18205,1,880,218000
4,3190,8195,2,3190,589950
3,1330,7600,1,1330,218000
3,1500,7200,1,1500,360000
2,740,7680,1,740,350000
4,2560,5606,2,2560,350000
3,2540,4750,1.5,1840,845000
3,3200,203425,1,3200,839000
4,3330,4000,1,1790,850000
2,900,5220,1,900,329950
4,1600,6180,1.5,1600,425000
2,970,5500,1,970,210000
2,1130,2640,1,1130,631500
2,650,5400,1,650,295000
3,2400,5000,1.5,1440,575000
3,2280,6031,2,2280,415000
4,3550,13900,1,1830,859000
4,2050,2772,2,2050,639888
2,830,1119,2,830,329445
4,2440,4850,2,2440,745641
3,1600,1936,2,1600,395000
4,3190,31450,2,3190,790000
4,2550,4000,2,2370,890000
3,2180,7508,1,1420,400000
3,1410,9600,1,1410,365500
3,1410,5760,1,1410,245000
4,2340,8548,2,2340,390000
3,1320,9000,1,1320,196500
4,3990,13470,2,3990,1200000
3,1270,7566,1,1270,276900
3,4380,47044,2,3720,995000
4,4250,8570,2,4250,2300000
3,1860,8060,2,1860,505000
4,3770,37034,2,2830,1229000
4,1530,8890,1,980,352000
4,3570,8250,2,2860,597326
2,1740,5719,1,1740,800000
3,1670,8364,1,1300,270000
4,1570,9415,2,1570,235000
2,1590,1845,2,1590,409900
5,2980,5377,2,2980,739900
4,2690,4736,2,2690,608000
2,900,2910,1,900,381500
2,1440,3700,1,1200,562100
4,3000,10392,2,3000,740000
3,1640,18144,1.5,1640,308000
5,3100,10200,1,1660,905000
4,4000,15253,2,4000,762000
4,2020,48693,1.5,2020,356000
3,1840,5000,1.5,1340,750000
4,2100,9984,1,1290,418800
4,2460,11250,1,2460,276000
3,2610,7510,2,2610,725000
3,1460,6377,1,1460,285000
3,1050,8498,1,1050,205000
3,1790,8144,2,1790,583000
4,2180,3375,1.5,1420,657000
4,2050,9583,2,1770,386000
5,2790,19439,1,1500,589950
3,1700,3333,1.5,1100,575000
3,2380,6832,2,2380,574000
5,2000,4211,1.5,1280,690500
2,1670,4008,1,1670,565000
3,1190,4750,1,970,500000
6,3040,28535,1,1890,330000
2,780,3475,1,780,286000
3,2330,11740,1,1330,450000
4,2840,4000,1.5,1960,870000
4,2490,5170,2,2490,725000
2,770,4840,1,770,275000
3,1850,16960,1,1850,645000
3,1090,3264,1,1090,152000
4,1780,5336,1.5,930,315000
1,930,29258,1,930,190000
4,2770,5686,2,2770,700000
3,1250,6180,1.5,1250,233000
4,1830,6136,2,1830,249000
2,870,5400,1,870,310000
3,1150,8450,1,1150,265950
5,4500,9648,2,3000,860000
3,1150,4800,1.5,1150,200000
4,2000,3672,2,1650,402000
6,1900,8240,1,1200,305000
3,1640,10695,1,1640,505000
3,2680,4775,2,1880,1355000
3,2420,7307,2,2420,482000
3,1790,7650,1,1790,299950
4,3920,12415,2,3920,770000
3,1640,8400,1,1180,245700
3,890,8400,1,890,283000
4,1910,16532,1,1420,650000
5,2140,7910,1,1070,530000
3,2030,17100,1,2030,440000
4,4225,284011,2,4225,1005000
3,2680,9162,1,1570,599990
4,2030,3974,2,2030,544000
5,5850,22885,2,4670,1700000
2,2060,8398,1,1260,270000
2,1060,3036,1.5,1060,435000
3,1010,8184,1,1010,349000
4,3310,127631,2,3310,1140000
4,2000,10051,2,2000,320000
4,3070,8086,2,3070,804100
3,1270,1406,2,1060,594000
4,3110,49765,1,3110,531500
3,2110,18815,2,2110,1150000
3,1400,11400,2,1400,374500
4,2310,5650,1,1330,450000
5,2700,16570,1,1750,744500
5,2370,15512,2,2370,913888
4,2760,6000,2,2230,760000
2,1610,6300,1,1010,346500
3,1230,8250,1,1230,280000
3,1900,11165,1,1900,557500
3,1580,8184,1,1140,260000
3,1940,2885,1.5,1940,1330000
3,1620,6000,1,1040,640000
7,1940,5458,2,1940,280000
3,1230,8750,1,1230,205000
5,3160,5000,2,2180,957000
5,2700,21208,1,1950,625000
4,1880,6200,1,1440,680000
2,890,8100,1,890,150000
3,1720,3676,2,1720,255950
3,1620,7686,2,1620,246500
2,1380,4390,1,880,450000
3,1870,9000,1,1870,595888
3,1970,22144,1,1970,454000
3,1110,8593,1,1110,299900
3,1190,6833,1,1190,200000
3,1150,11802,1,1150,346500
4,2890,6825,1,1560,585000
3,1500,13430,1,1500,383000
4,1950,2617,1.5,1250,519000
3,1250,7700,1,1250,410000
4,2070,5415,2,2070,578000
4,4660,17398,2,4660,1280000
2,1350,1493,2,1050,395000
3,1800,2790,2,1800,364000
3,1481,2820,2,1481,240000
3,1730,3600,2,1730,328423
4,2720,4613,2,2720,594000
3,2320,2267,3,2320,425000
3,1860,3730,2,1860,309620
5,2025,7760,2,2025,260000
3,1400,1312,3.5,1400,563500
5,2620,5477,2,2620,975000
3,2450,2691,2,1750,937000
3,1590,1102,3,1590,518500
4,2085,174240,1,1610,563500
4,3450,7832,2,3450,1050000
3,1780,16290,2,1780,350000
4,3060,7140,2,3060,826000
3,1700,11475,1,970,225000
4,1330,5926,1,1330,235867
4,3060,5000,2,3060,399000
3,1220,6000,1,1220,177500
4,1600,9289,1,1600,224000
4,1530,17664,1.5,1530,302000
3,1980,13964,1,1980,760000
3,1730,8490,1,1210,460000
3,1170,6700,1,1170,415000
2,1950,10766,1,1160,669000
3,1470,20000,1,1470,254600
3,1400,8840,1,1400,357250
4,4040,50479,2,4040,910000
6,3110,5000,1.5,1810,725000
3,1490,4400,1.5,1490,670000
4,1770,5750,2,1770,440000
4,3320,19850,1,2040,1025000
2,950,5316,1,950,320000
4,2430,5499,2,2430,310000
4,2660,10800,1,2660,772650
4,2670,11877,2,2670,669950
5,2720,7598,2,1860,690000
4,3200,22651,1,1610,385000
3,2480,37843,1.5,2480,663000
3,1780,10395,1,1780,300000
2,1590,11276,1,1590,225500
3,1550,34175,1.5,1550,320000
3,2850,14800,1,1920,775000
3,2600,5875,1.5,1600,805000
4,1230,7410,1.5,1230,252750
5,2080,16117,1,1740,254000
6,3600,6875,2,2740,620000
4,2110,8751,1,1510,435000
4,2550,19017,1,1300,460000
3,1650,6684,2,1650,268000
2,1370,1221,2,1080,446000
2,1010,7200,1,1010,285000
3,2330,26571,2.5,2330,530000
2,620,2475,1,620,402000
3,2450,12497,1,2450,358000
4,2530,7350,1,1280,354950
4,2220,4652,2,2220,405000
4,2110,265716,1,2110,568000
5,3690,49709,1,2690,575000
4,1940,10200,1,1140,315000
4,2070,7350,2,2070,280927
4,2160,7826,1,1390,440000
4,2600,9900,1,1600,270000
4,2880,4000,1.5,2100,755000
4,2260,7200,2,2260,289659
5,3640,6930,2,3640,555000
3,1530,23660,1,1530,450000
3,2490,4000,2,1670,1145000
3,1440,11787,1,1440,495000
3,3760,8500,2.5,3060,1250000
4,1720,6975,1,1420,580000
4,2480,16360,1,1510,560000
4,3990,5267,2,3990,1080000
2,840,3340,1,700,450000
3,2270,11989,1,2270,815000
4,2580,5476,2,2580,354000
